Q202735	Billy Bob Thornton
Q335550	Henry Bruce, 1st Baron Aberdare
Q8035703	World Fantasy Award for Best Anthology
Q707065	Harri Ylönen
Q375781	Jan Mølby
Q910834	Guiry-en-Vexin
Q194170	FC Aktobe
Q10312	Tavagnasco
Q465729	Ernest William Brown
Q1005479	Jean-Jacques Laffont
Q859363	Sciences Po
Q19481	Leicester City F.C.
Q163750	Jorginho
Q233565	Denis Law
Q376364	Philippe Aghion
Q56022	Chancellor of Germany
Q44886	André Vingt-Trois
Q855	Joseph Stalin
Q21437	Bergbieten
Q2798	Udinese Calcio
Q10319	Real Valladolid
Q216773	FC Vaduz
Q166762	Choi Sung-kuk
Q717058	Philippe Busquin
Q221172	Rozelieures
Q919683	Renzo Revoredo
Q548088	Heinrich Mann Prize
Q499946	Canada women's national association football team
Q327774	Selver Hodžić
Q4294945	Minister for Finance (Ireland)
Q1210530	Didier Couécou
Q1045	Somalia
Q2285862	Zilveren Griffel
Q212305	Satsuki Eda
Q1724646	canton of Brénod
Q458276	David Jones
Q242016	M. Vasalis
Q249043	Arnouville
Q273173	Jonelle Allen
Q1049	Sudan
Q543612	Horacio Altuna
Q2240	Novgorod Oblast
Q1725111	canton of Cysoing
Q1287146	Manolis Anagnostakis
Q356032	Charles Dupuy
Q543951	José Manuel Moreno Fernández
Q752297	Doctor of Philosophy
Q19403853	member of the Newfoundland and Labrador House of Assembly
Q672787	Bavarian Order of Merit
Q27862939	Open Mike Award
Q473984	President of Pakistan
Q215302	Odds BK
Q26936132	Silver Medal of the Chairman of the Senate
Q2601559	Aschehoug Prize
Q334619	Matthew Etherington
Q1270133	Denmark national under-17 football team
Q223823	Skonto FC
Q291447	AEK Larnaca F.C.
Q686897	Aleksander Midtsian
Q466075	Pavel Vinogradov
Q2530270	Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series
Q671475	Logan International Airport
Q183679	Tsung-Dao Lee
Q819422	Thomas Sowunmi
Q285167	Rumford Medal
Q313003	Ludwig Scotty
Q120004	André Blattmann
Q642024	Lothian
Q75944	Achim Müller
Q6797678	Mayor of Bucharest
Q751523	Wahagnies
Q232933	Mercedes Ruehl
Q418649	Akio Ōtsuka
Q22167	Monneren
Q934797	Yves Vanderhaeghe
Q22163	Hoste
Q236630	Marcel Pagnol
Q1803047	Aachen
Q4411938	Sevastopol Gradonachalstvo
Q87048	Paul Maar
Q363386	Dermot Mulroney
Q1049171	England national under-18 association football team
Q10485	Deggendorf
Q23347	Chris Watson
Q2925679	BAFTA Award for Best Original Song
Q1009788	The Conversation
Q512459	Isabella Karle
Q59269	Montelparo
Q969057	Charles van den Steen de Jehay
Q2684629	Aftonbladet Literary Award
Q747669	Luboš Kubík
Q577522	Rudolf Weigl
Q853188	Gödöllő District
Q651967	Ognjen Vranješ
Q81299	Organization for Security and Co-operation in Europe
Q968891	Kemy Agustien
Q1763459	Chairman of the Joint Chiefs of Staff
Q65350	Carl Friedrich von Weizsäcker
Q2637278	Albany Medical Center Prize
Q982262	Allan K. Jepsen
Q244754	Brazilian Football Confederation
Q8823	Levante UD
Q1214524	Loves of a Blonde
Q7650000	Sutherland Trophy
Q5569374	Producers Guild of America Award for Best Theatrical Motion Picture
Q16987872	James Madison Award
Q42494	Gudo Visconti
Q687764	Reifling
Q5097072	Chief of the Romanian General Staff
Q349172	Gonzalo Jara
Q329607	IFK Norrköping
Q393686	Academy Award for Best Visual Effects
Q206421	Konstantinos Stephanopoulos
Q206934	Midlothian
Q685721	Serhiy Krukovets
Q532280	John Jones Ross
Q478782	Riposto
Q446720	Yury Romanenko
Q446236	Nilton Fernandes
Q1344163	France national under-20 association football team
Q148510	Rimbach-près-Masevaux
Q1095825	Thuilley-aux-Groseilles
Q728762	Stalin Rivas
Q430918	Route nationale 14
Q208737	Forcelles-sous-Gugney
Q449577	Vladimir Lyakhov
Q55417	Cona
Q670438	SC Rheindorf Altach
Q312510	Mark Bresciano
Q344655	John Mahoney
Q251179	Saint-Jean-des-Bois
Q41304	Weimar Republic
Q15063458	Sanjak-bey of the Bosnian Sanjak
Q1196605	Ashok Chakra
Q3019365	Daytime Emmy Award for Outstanding Drama Series
Q234897	Michèle Morgan
Q230791	Kingdom of Scotland
Q695441	Arnold J. Levine
Q29869512	Bunsen Medal
Q547867	National and Kapodistrian University of Athens
Q49167	Wesleyan University
Q134798	Haruki Murakami
Q891656	Boltzmann Medal
Q708066	Bobby Convey
Q270669	Melissa Etheridge
Q883370	Konrad Zuse Medal
Q2117891	Pulitzer Prize for Poetry
Q174193	United Kingdom of Great Britain and Ireland
Q701501	George M. Whitesides
Q1357148	Ernst-Meister-Preis für Lyrik
Q872894	Mittois
Q17008985	Locus Award for Best Short Story
Q7941	Kirovsky District
Q151435	Montserrat Caballé
Q850982	Curtici
Q776212	Lucas Cantoro
Q1259362	Saturn Award for the Best Actor
Q18080149	Order of the Patriotic War 1st class
Q366737	Patrik Siegl
Q180131	Gabrovo
Q486592	Alon Greenfeld
Q178344	Luis Walter Alvarez
Q171128	Diego Rivera
Q625729	Football Federation of Sri Lanka
Q1051340	Nyíregyháza Spartacus FC
Q89638	Bianca Rech
Q4024	Frankfurt (Oder)
Q1780020	Commander
Q4028	Paul Simon
Q927247	Bruno Aguiar
Q953173	Jaime Ayoví
Q60596	Emmanuel Rivière
Q169333	CECAFA
Q1104123	La Fosse-de-Tigné
Q732002	Royal Antwerp F.C.
Q581957	Bjørn Eidsvåg
Q787674	Bachelor of Science
Q339982	Erich Fried Prize
Q835765	AP NFL Defensive Player of the Year Award
Q900321	Gregori Aminoff Prize
Q438580	Sidse Babett Knudsen
Q527508	Radek Šírl
Q204220	New York Red Bulls
Q27795	Macedo Novaes
Q596555	Stefano Guberti
Q313381	Tom Brady
Q13375	Pisa
Q3141777	Franklin Medal
Q13371	Harvard University
Q186785	Rosenborg BK
Q122090	Georges Charpy
Q10309	Strambinello
Q970854	Fotis Kouvelis
Q10307	Sparone
Q10306	Settimo Vittone
Q126779	Norbert Scheuer
Q933965	Urmas Kirs
Q2266580	Italy national under-19 football team
Q2348108	Satellite Award for Best Supporting Actress – Motion Picture
Q21432	Kintzheim
Q7497952	ship decommissioning
Q1192381	Castle of Menars
Q16223	Province of Ogliastra
Q16220	Province of Nuoro
Q363970	Yves Congar
Q16227	Province of Palermo
Q16224	Province of Olbia-Tempio
Q16225	Province of Oristano
Q1138602	Jodi Benson
Q483776	Noh Jung-yoon
Q1011509	Golden Globe Award for Best Motion Picture – Drama
Q1046023	Carus medal
Q58978	Max Born
Q1138609	Blandy
Q361435	Tomas Brolin
Q1324648	Olof Palme Prize
Q1178663	David Lordkipanidze
Q184322	Pushkino
Q57701	Dean Barrow
Q198660	Émile Mbouh
Q693096	Fort Orange
Q721892	Yakir Aharonov
Q172476	FC Girondins de Bordeaux
Q21224	Aschbach
Q651102	Mulcent
Q651107	Rüde
Q21221	Birkenwald
Q889564	Winfield Scott Hammond
Q461476	Camillien Houde
Q299968	Miki Manojlović
Q3589784	Spain national under-18 football team
Q506410	Andrew Motion
Q84405	Karl Landsteiner
Q1019082	Monok
Q957565	Greece national under-21 football team
Q267335	Shulamit Aloni
Q106940	Alida Valli
Q144952	Zalaegerszegi TE
Q1322550	FC Petrolul Ploiești
Q201878	Mirosław Okoński
Q1457	U.C. Sampdoria
Q116983	Robert Donat
Q2918584	relocation
Q1453	Alexandra Stan
Q5208530	Dagger in the Library
Q514445	European Film Academy Lifetime Achievement Award
Q721766	Thorbjørn Egner
Q1140533	South China AA
Q160016	member states of the United Nations
Q645945	Geneviève Gaillard
Q791135	Order of Friendship
Q455323	Bjørg Vik
Q3812682	Kamensky District, Penza Oblast
Q90580	Martin Zirnbauer
Q662025	Ostenland
Q318920	Jonny Wilkinson
Q444067	Aminata Sow Fall
Q982988	Saulius Mikoliūnas
Q548080	Thoralf Skolem
Q683656	Poussy-la-Campagne
Q1730176	Karl Schwarzschild Medal
Q982980	Gediminas Vagnorius
Q558301	Hamish Linklater
Q1437834	Grawemeyer Award
Q116	monarch
Q647438	Mário Sérgio
Q13410737	Deputy Chairman of the Council of Ministers of the Republic of Belarus
Q3138815	Kij Johnson
Q11949	Dick Advocaat
Q6996689	Nersisyan School
Q332864	William Waldegrave, Baron Waldegrave of North Hill
Q507092	Charlie Norwood
Q15811832	George Gibbs
Q101494	Dolf Sternberger
Q949159	Alexander Stirling MacMillan
Q4542508	Grammy Award for Best Latin Rock or Alternative Album
Q3003649	Meritorious Service Cross
Q22756	Spicheren
Q22751	Algrange
Q575568	International Prize for Biology
Q269802	Julie White
Q6496381	Latin Grammy Award for Best Rock Song
Q419250	brucite
Q237220	Hiram Bingham III
Q6496387	Latin Grammy Award for Best Short Form Music Video
Q23482	Marseille
Q232193	Joan Osborne
Q1483071	Gruber Prize in Cosmology
Q335483	Dundee F.C.
Q206585	Hapoel Tel Aviv F.C.
Q60614	Sébastien Grax
Q930865	George Karl
Q467623	Oleg Grigoryevich Makarov
Q77493	Max Reimann
Q109363	Jörn Leonhard
Q9673	Lewis Hamilton
Q443982	Inga Swenson
Q182428	Silistra
Q291785	Nic Dakin
Q616568	Israel Prize
Q18642941	Sarpsborgprisen
Q22283	Fribourg
Q5468294	Federal Minister of Foreign Affairs of Austria
Q37079	Tom Cruise
Q1173676	David Baulcombe
Q735692	canton of Miribel
Q275600	Alice Hamilton
Q727388	Javier López Vallejo
Q275356	Corcelles
Q203736	Cream
Q353019	Jerome Robbins
Q216813	Ryszard Kapuściński
Q19360310	European of the Year, Norway
Q3329	Belgorod Oblast
Q1000342	Dollie de Luxe
Q443185	Nashat Akram
Q92187	Dieter Schwemmle
Q270051	A.C. Ajaccio
Q159438	Hero City of the Soviet Union
Q48977	Archer John Porter Martin
Q544646	Léon Cogniet
Q48978	LMFAO
Q113090	Julius von Hann
Q45747	Viswanathan Anand
Q10543	Tommy Mooney
Q161562	California Institute of Technology
Q786242	White House Chief of Staff
Q179075	FC Dynamo Kyiv
Q1675351	Ituano Futebol Clube
Q3589896	Belgium national under-19 football team
Q728571	Praye
Q215201	Hildegard Hamm-Brücher
Q1984397	Jan Hanlo Essayprijs
Q19018174	Minister of War
Q245816	David Edward Pritchard
Q339956	Adnan Ahmed
Q695008	FC Viktoria Köln
Q533812	Route nationale 112
Q836677	Lachapelle-sous-Chaux
Q127367	The Lord of the Rings: The Fellowship of the Ring
Q89075	Friedrich Karl Schmidt
Q1282300	Živojin Pavlović
Q535246	Felipe Acedo Colunga
Q332130	Dunstan
Q4205492	Vice Chairman of the Chinese Communist Party
Q250901	Álvaro Arbeloa
Q10655178	member of the Swedish Riksdag
Q17011097	Teen Choice Award for Choice Drama Series
Q221752	F91 Dudelange
Q207272	Second Polish Republic
Q630607	Fábio Bilica
Q7207	Elizabeth I of England
Q5593803	Grammy Award for Best Gospel/Contemporary Christian Music Performance
Q5593802	Grammy Award for Best Female Country Vocal Performance
Q193462	Gilmore Girls
Q6452191	Kyoto Prize in Advanced Technology
Q328655	Śląsk Wrocław
Q132885	Olympique de Marseille
Q23628	The Sopranos
Q412502	Cape Town Spurs F.C.
Q742804	TLC
Q13164	Moscow State University
Q668514	Erick Scott
Q1892257	Tyler Prize for Environmental Achievement
Q134916	Uruguay men's national football team
Q168155	Zbigniew Preisner
Q197561	José Jadílson dos Santos Silva
Q359118	Ernesto Valverde
Q219235	Servette FC
Q155095	Konakovo
Q3961545	mayor of Milan
Q1035160	Hello Nasty
Q132083	Roman Uzdenov
Q29790235	Philosophy and science sections of the Institut d'Estudis Catalans
Q208693	Javier Sotomayor
Q17006806	Logie Award for Most Popular New Male Talent
Q669656	Daniel Unal
Q20205040	municipal councillor of Amsterdam
Q270584	Elisaveta Bagryana
Q1298972	Egon Wiberg
Q739694	BAFTA Award for Best Adapted Screenplay
Q962799	Luciano Leguizamón
Q463331	Sadakazu Tanigaki
Q72432	Procida
Q36036	Lviv
Q470340	Jamie O'Hara
Q924296	CSM Ceahlăul Piatra Neamț
Q18757334	Fridtjof Nansen Award for outstanding research, historical-philosophical class
Q693669	Grand Duchy of Oldenburg
Q203808	Bohdan Khmelnytsky
Q478194	Leonce-und-Lena-Preis
Q557450	docking and berthing of spacecraft
Q923971	Martin Albrechtsen
Q1200005	Derek Brownlee
Q394178	Živko Živković
Q1727366	canton of Saint-Trivier-sur-Moignans
Q20765611	Governor of Rhode Island
Q1152083	Luigi Pasetti
Q347667	Oleksandr Babiy
Q148721	Riespach
Q1086666	Filippo Maniero
Q610867	Danny Fox
Q710142	Leslie Phillips
Q598340	Lubny Raion
Q72978	Kurt Otto Friedrichs
Q6314039	Juno Award for Adult Alternative Album of the Year
Q636350	Placy-Montaigu
Q20801667	Governor of Missouri
Q158060	W. E. B. Du Bois
Q984856	Nilsiä
Q8038458	Writers Guild of America Award for Best Adapted Screenplay
Q901462	Damon Knight Memorial Grand Master Award
Q6601875	Fenerbahçe Istanbul
Q18650004	Central Committee of the Socialist Unity Party of Germany
Q6363478	Kids' Choice Award for Favorite TV Show
Q218014	President of Latvia
Q710368	Arthur Lehning
Q558745	Alfred Riedl
Q710493	Arthur Lüttringhaus
Q527005	Julie Rydahl Bukh
Q912323	canton of Condé-sur-l'Escaut
Q30727734	La Caze Prize of the Academy of Sciences
Q360543	José Manuel Serrano
Q29427	Isaac Mordechai
Q725460	Luis Ernesto Pérez
Q12788	Val-de-Marne
Q185152	Puyi
Q180305	AS Monaco FC
Q12784	Val-d'Oise
Q126903	Lucas Piazón
Q49446	Louis-Gaston de Sonis
Q5794	Everton F.C.
Q12782	Territoire de Belfort
Q668644	Mark Bentley
Q1327349	HMS Tireless
Q98370	Karl Heinz Bohrer
Q20677341	Minister of Finance
Q378567	Japan Academy Prize for Picture of the Year
Q733564	Rudi Vata
Q1206	Saxony-Anhalt
Q1209	Bremen
Q1208	Brandenburg
Q273776	Éder
Q318223	Max Martin
Q94493	Anzola dell'Emilia
Q562725	Cristian Hidalgo
Q310281	Elton Brand
Q34503	Mehmed II
Q1179930	De Gyldne Laurbær
Q18857110	Spellemannprisen for hit of the year
Q103854	Aage Bohr
Q493598	Andrea Caroni
Q964547	Santi Kolk
Q15786	1. FC Nürnberg
Q42747	Heinrich Böll
Q13218630	member of the United States House of Representatives
Q15789	FC Bayern Munich
Q375103	Milan Blagojevic
Q544465	Kathy Bates
Q723805	Sergio Balanzino
Q106204	Jean-Louis Trintignant
Q951610	Albert Charles Seward
Q468053	Susan Athey
Q19869310	Humanist of the Year
Q371680	Razak Omotoyossi
Q247088	Bianca Kajlich
Q525599	Pahiño
Q94273	Gerhard Roth
Q332456	Chevry
Q548574	Ronchin
Q728960	Order of the October Revolution
Q962627	Ángel Cuéllar
Q233026	Arne Tiselius
Q350690	Charles Coburn
Q2824767	Adolphe Barette
Q1803518	Vilshofen
Q2328046	Stadtschreiber von Bergen
Q17502533	Ohio state representative
Q1765722	Richard Lounsbery Award
Q410810	freieslebenite
Q476028	association football club
Q634861	Gonzalo Colsa
Q1542521	Governor-General of the Philippines
Q244981	RTS Widzew Łódź
Q42930	Dustin Hoffman
Q1804569	Wolfgang Koeppen Award
Q124055	Gabriele Lösekrug-Möller
Q495746	Eric Obinna Chukwunyelu
Q335812	Jo Grimond
Q729289	Araz Abdullayev
Q80900	Pearl S. Buck
Q11755916	President of Indonesia
Q329501	Hassan Yebda
Q389848	Jorge Fossati
Q852033	Perth Glory FC
Q854932	Yokohama F. Marinos
Q127887	Black Sea Governorate
Q192253	ŠK Slovan Bratislava
Q498579	Andreas Johansson
Q442111	Barbara Loden
Q8000166	Wilbur Cross Medal
Q47216	Condoleezza Rice
Q60873	Rose Ausländer
Q211692	Catalonia International Prize
Q723184	Andrew Shinnie
Q13950	Picardy
Q609626	Larbi Benbarek
Q483407	Ramones
Q23362	James Scullin
Q4449382	Tavda Urban Okrug
Q495299	Galatasaray S.K.
Q105031	Home Alone
Q272644	Ruth Kelly
Q272642	Tessa Jowell
Q60891	Martin Schwarzschild
Q128560	Graham Greene
Q8806	Getafe CF
Q497580	Andreas Granskov
Q170327	South Africa men's national association football team
Q271517	Nicholas Murray Butler
Q4976591	Shadow Home Secretary
Q242437	Lights
Q153786	Edin Džeko
Q687036	Aubergenville
Q824450	Levadiakos F.C.
Q845887	Montracol
Q184946	Joe Cole
Q687745	Lasantha Wickrematunge
Q386117	Massimiliano Benassi
Q172254	Élie Metchnikoff
Q306	Sebastián Piñera
Q2287650	United States Secretary of the Interior
Q78925	Edwin Ernest Salpeter
Q1212576	Tibor Máthé
Q886	The Simpsons
Q4309179	Mtsensk uyezd
Q101266	Innocent X
Q900447	César Award for Best Editing
Q349150	Milano Koenders
Q670655	Harsault
Q16827133	Best Male College Basketball Player ESPY Award
Q389598	Nick Punto
Q20021270	Minister of Communications
Q380884	Corin Redgrave
Q728746	Evans Wise
Q28496163	Prix de l'Etat
Q809076	Barry Mazur
Q125668	Jules Angst
Q4921557	Black Reel Award for Best Supporting Actor
Q14841	canton of Beaune-Sud
Q11492669	AaB Fodbold
Q2146550	Reuchlin Award
Q1137842	Moscow Governorate
Q645595	César Award for Best Film
Q11781526	Secretary of State for Housing, Communities and Local Government
Q496989	Villafrati
Q115243	Amin Maalouf
Q1236969	Dominique Noguez
Q44748	Mohammed Rabiu
Q987744	Edward E. Smith Memorial Award
Q11144	Associate Justice of the Supreme Court of the United States
Q11142	Clarence Thomas
Q1092185	Kazunori Iio
Q657192	Thomas Broich
Q300243	Nigel Dodds
Q55469	Marcello Mastroianni
Q19442	Barnsley F.C.
Q19446	Blackburn Rovers F.C.
Q48894	list of presidents of Fiji
Q19444	Birmingham City F.C.
Q880750	Jeremiah Morrow
Q547800	Avraham Hirschson
Q316501	Teemu Tainio
Q695310	Stephen Lloyd
Q2639529	Albertus-Magnus professorate
Q4302552	Mordovian Okrug
Q498473	Hamilton Academical F.C.
Q232308	Selman Abraham Waksman
Q38104	Nobel Prize in Physics
Q853842	Mihály Bächer
Q1142326	Seine
Q84272	Niko Kranjčar
Q274948	Prime Minister of Japan
Q4896724	Best Male Athlete ESPY Award
Q653571	Joachim Trier
Q61838	Reiner Knizia
Q1077851	Chris Whyte
Q1046738	Seranville
Q77112	David Foster
Q561318	Anna Katharina Hahn
Q48098	Rostock District
Q1046733	Merviller
Q44296	FC Chornomorets Odesa
Q727597	Miguel Ángel Brindisi
Q99814	Helmut Dieser
Q110740	Martin Ostwald
Q344429	Fabrice Borer
Q537783	Paul Mariner
Q18180908	member of the California State Assembly
Q90784	Gesine Meißner
Q505474	Jean-Louis Roux
Q1010696	Giovanni Veronesi
Q275612	Budapest Honvéd FC
Q505479	Jean Béliveau
Q463943	Stephan Paßlack
Q602649	Paweł Oleksy
Q527691	Andy Sinton
Q701384	Siegersdorf bei Herberstein
Q73965	Al Hilal SFC
Q89618	Eva Gabriele Reichmann
Q72565	Sant'Agnello
Q767263	Genas
Q887401	Bo Jackson
Q1812607	Legia Warsaw
Q4001	Garbsen
Q1156089	Soul Surfer
Q1733949	Charlemagne Medal for European Media
Q964530	Salif Keïta
Q1109397	Sten Stensen
Q2255267	Sweden national under-21 football team
Q16573360	German Film Award for Best Costume Design
Q333412	James Prior, Baron Prior
Q956472	Danny Szetela
Q13222899	Minister of Defense of Israel
Q219098	Sport Club do Recife
Q330492	Abraham Pais
Q330143	Sydney FC
Q981597	Nicolás Castellanos
Q168000	American University
Q474063	Kościelski Award
Q2302039	James D. Houston
Q2074	Genoa CFC
Q48630	Gordan Bunoza
Q317675	Takeo Miki
Q840426	Perrex
Q840420	Montceaux
Q6234290	John Fritz Medal
Q604499	Civrieux
Q611653	FC Cartagena
Q759592	Méricourt
Q90827	Hans-Peter Uhl
Q759590	Méré
Q313566	Alexander Payne
Q266261	Charlotte Moore Sitterly
Q49325	Albert Schweitzer
Q299015	Austrian Academy of Sciences
Q5942236	Hundred Flowers Award for Best Picture
Q292044	AFI Life Achievement Award
Q10726649	Footballer of the Year in England
Q548389	BAFTA Award for Best Actor in a Supporting Role
Q47189	Concordia Sagittaria
Q196967	Chaligny
Q1420891	Golden Raspberry Award for Worst Original Song
Q38317	Marians Pahars
Q1138625	Poppoya
Q1031383	Matlock
Q3362499	Canadian Music Hall of Fame
Q1051238	Sagan Tosu
Q369627	Peter Atkins
Q472777	Mircea Axente
Q939514	Kevin Goldthwaite
Q575751	Diego Innico Caracciolo di Martina
Q9194	Casalborgone
Q53037	Ettore Scola
Q1150810	César d'Estrées
Q441838	John Anthony Quitman
Q461320	Mantarō Kubota
Q113841	Bekim Balaj
Q1146402	Le Breuil-sous-Argenton
Q8586	Richard Edlund
Q106692	Eckard Wimmer
Q1054345	Cardinal Secretary of State
Q507190	Paco Alcácer
Q951263	Roger Heath-Brown
Q1048155	Château d'Angers
Q355241	Edgar Savisaar
Q506430	David Malouf
Q439742	Gaby Mudingayi
Q530389	Fay Ripley
Q209459	Golden Lion
Q69958	Roman Slobodjan
Q9224	Castellamonte
Q685	Solomon Islands
Q721743	Congressional Gold Medal
Q3740505	mayor of Tallinn
Q1274366	Lieutenant Governor of Massachusetts
Q156305	a-ha
Q1036227	Smooth
Q842864	Brouay
Q16207	Province of Medio Campidano
Q692691	SV Elversberg
Q1027574	The World's Most Powerful People
Q16208	Province of Messina
Q1183214	Deilinghofen
Q242609	André Masséna
Q18046648	department Stad en Landen of Groningen
Q11960	Rafael Heliodoro Valle
Q11961	Heracles Almelo
Q11963	Hércules CF
Q12131528	Minister of Interior Affairs of Ukraine
Q18327335	Member of the Abgeordnetenhaus of Berlin
Q507299	De Morgan Medal
Q22773	Dangolsheim
Q230214	Brenda Fricker
Q391987	América de Cali
Q7052565	Norman Mailer Prize
Q804926	Balfron Tower
Q465222	Jessica Hagedorn
Q314934	Max & Moritz Prize
Q462792	Lamine Diatta
Q915656	Ivo Georgiev
Q197503	Andreas Drugge
Q124315	Curt Wittlin
Q115475	Paul Hermann Müller
Q462021	Stefan Maierhofer
Q21600	Ergersheim
Q571691	Arnulf Øverland
Q16336085	Grand Austrian State Prize for Literature
Q315087	Garry Marshall
Q401786	Ahmet Burak Solakel
Q675811	Jan Elburg
Q673882	Marcel Ritzmaier
Q26460	Boban Babunski
Q868139	Paolo Acerbis
Q1229361	Albrecht Encke
Q660507	Saint-Laurent-de-Belzagot
Q4820684	August Derleth Award
Q25279	Curaçao
Q223985	Michael Palin
Q1282608	Three Physicists Prize
Q1104700	Kamianets-Podilskyi Raion
Q494800	Pak Pong-ju
Q3342	Côte-d’Or
Q634474	Dmytro Mykhaylenko
Q7941307	Volvo Environment Prize
Q201006	FC Dinamo Tbilisi
Q87925	Anna Kim
Q275371	Meulan-en-Yvelines
Q66107	Henry Kissinger
Q1099987	Clemens J. Setz
Q358841	Administrator of NASA
Q578990	Meg Munn
Q1056316	Attila Hullám
Q578997	Allan Wanga
Q48951	Southend United F.C.
Q161549	European Coal and Steel Community
Q215441	Heinrich Holland
Q83467	Villette
Q238912	Lindsay Crouse
Q1096989	Vaxainville
Q345408	Maurice Thorez
Q710886	Mathieu Béda
Q926682	Matt Haig
Q1167568	Leslie Fenton
Q945295	Stanley Menzo
Q48947	Plymouth Argyle F.C.
Q388875	Aliaksei Kuchuk
Q19831	Peter Lilley
Q457576	José Aílton da Silva
Q17623433	canton of Vonnas
Q20723338	Grand prix des sciences mathématiques
Q13406872	redefined mineral (Rd)
Q148475	Jean-Baptiste Camille Corot
Q21957	Schwerdorff
Q889836	Bodil Award for Best Actress in a Supporting Role
Q889837	Bodil Award for Best Actress in a Leading Role
Q21952	Morville-lès-Vic
Q374224	Adrian Sikora
Q521762	Laila Dalseth
Q382767	James Garfield Gardiner
Q250926	Saint-Nicolas-des-Laitiers
Q583972	Primetime Emmy Award for Outstanding Directing for a Drama Series
Q256789	Karin Fossum
Q379217	La Amistad International Park
Q286495	Émile Tricon
Q286365	Musei
Q256783	Ane Brun
Q708830	Arthur C. Clarke Award
Q4822174	Aurealis Award for best fantasy novel
Q4822173	Aurealis Award for best collection
Q367830	Tikhon Khrennikov
Q41464	Filip David
Q104192	Kleinmachnow
Q197586	Fábio Alves Félix
Q337526	Académie des Inscriptions et Belles-Lettres
Q1131356	Theatre World Award
Q899189	Brazil national under-23 football team
Q653445	Cantor medal
Q388257	Aziz Ibrahimov
Q440597	Oswaldo Payá
Q463319	Audre Lorde
Q1775056	Jerome Rothenberg
Q430910	Hugo Award for Best Dramatic Presentation, Short Form
Q533832	Rhys Murphy
Q75963	Franz Meyers
Q344759	Ľubomír Moravčík
Q2533375	Pytalovsky District
Q1024937	Kaos
Q447374	Carmen Boullosa
Q200443	Pylkönmäki
Q4109060	Supreme Commander-in-Chief of the Armed Forces of the Russian Federation
Q175145	Ivory Coast men's national football team
Q155218	Rot-Weiss Essen
Q603271	FC Aarau
Q1243870	Sotirios Krokidas
Q1031647	Willian Gomes de Siqueira
Q461649	Eleanor Holmes Norton
Q374749	Bernard Derrida
Q628102	President of Nauru
Q188841	Fortaleza E.C.
Q15439592	Alejandro Murguía
Q220373	grossular
Q709124	Isaac Tichenor
Q377265	Robert B. Wilson
Q378890	Ermis Aradippou FC
Q950720	Theodore Whitmore
Q52981	Faenza
Q838936	Lorentz Medal
Q694140	Michael Clayton
Q718311	Moholy-Nagy University of Art and Design
Q336389	Donald Coggan
Q250093	Marco Delvecchio
Q333350	Michael Havers, Baron Havers
Q738284	Roman Jakóbczak
Q333607	Jack Ashley, Baron Ashley of Stoke
Q9052	Bobbio Pellice
Q953632	Serbia national under-19 football team
Q1113462	Bennetot
Q337380	Hugh Gaitskell
Q72227	Mariglianella
Q316266	Anatoly Zhabotinsky
Q536773	Besart Berisha
Q220510	Zoran Janković
Q12236	Racing de Santander
Q12230	Real Murcia
Q25478	Orlando Pace
Q848642	Club Libertad
Q103163	abbot
Q607354	Locus Award for Best Fantasy Novel
Q28151	John Shea
Q25475	Batumi
Q334874	Sighetu Marmației
Q263099	Elaine Pagels
Q539549	Joe Baca
Q9431	Lombardore
Q701718	Michaelerberg
Q228822	Ruth Benedict
Q85567	Alfons von Czibulka
Q732929	Newcastle Jets FC
Q116359	Luc Bondy
Q310048	Don DeLillo
Q441330	Jens Otto Krag
Q206215	Shigefumi Mori
Q26456736	minister of Finance of the Kingdom of Italy
Q719197	Panagiotis Tachtsidis
Q310043	Emmanuel Frimpong
Q310737	Valeri Bojinov
Q29400	Taranto Sport
Q5593817	Grammy Award for Best Arrangement, Instrumental and Vocals
Q902679	Cody Eppley
Q143839	Kamenka
Q363118	Adolf Laufs
Q138230	Kasımpaşa S.K.
Q15951289	Secretary of the Central Political and Legal Affairs Commission
Q365395	Michael Manley
Q726376	Dennis Sullivan
Q1540321	Taurida Governorate
Q3773752	Governor of South Carolina
Q105254	1. FSV Mainz 05
Q355748	Mehmood Ali
Q19462	Charlton Athletic F.C.
Q980337	Genetics Society of America Medal
Q661251	Antoine Laurent Dantan
Q661925	John A. Williams
Q928292	Valentin Iliev
Q44819	Suharto
Q18677875	Normandy
Q19467	Crystal Palace F.C.
Q529207	Ronaldo
Q2756	Siena FC
Q299595	Vannevar Bush
Q168943	Zdenko Kožul
Q995049	Bryan Hughes
Q2548210	Lux Prize
Q271574	Real Oviedo
Q7314580	Republican Conference Chairman of the United States Senate
Q787131	BAFTA Award for Best Direction
Q273133	Osny
Q1741617	Kimber Genetics Award
Q543920	Oncieu
Q816607	Croix
Q221614	Bogdan Lobonț
Q141882	FC Erzgebirge Aue
Q696264	Hitzendorf
Q217764	Maurice Béjart
Q91538	Boris Rajewsky
Q21382	Reipertswiller
Q252782	WWE United States Championship
Q21380	Hilsenheim
Q21387	Niederbronn-les-Bains
Q367608	Oliver Stöckli
Q724832	FC Zbrojovka Brno
Q574553	Haisyn
Q1085	Prague
Q723333	Elliot Grandin
